schema_version,artifact_kind,provenance_generated_at,provenance_generator,provenance_schema_version,provenance_command,provenance_args,validation_complete,analysis_status,incomplete_reason,year,round,event_name,session_type,fastf1_location,circuit_id,circuit_name,repo_location,declared_length_m,fastf1_driver,fastf1_lap,fastf1_lap_key,fastf1_points,fastf1_path_length_m,fastf1_raw_path_length_m,fastf1_normalization,repo_vs_fastf1_direction,repo_vs_fastf1_start_offset_samples,repo_vs_fastf1_sample_count,repo_vs_fastf1_rmse_m,repo_vs_fastf1_p50_m,repo_vs_fastf1_p95_m,repo_vs_fastf1_max_m,repo_vs_fastf1_scale_m_per_fastf1_unit,repo_vs_fastf1_rotation_degrees,averaged_fastf1_laps,repo_vs_fastf1_average_sample_count,repo_vs_fastf1_average_rmse_m,repo_vs_fastf1_average_p50_m,repo_vs_fastf1_average_p95_m,repo_vs_fastf1_average_max_m,lap_compliance_summary_total_laps,lap_compliance_summary_fitted_laps,lap_compliance_summary_compliant_laps,lap_compliance_summary_non_compliant_laps,lap_compliance_summary_shape_non_compliant_laps,lap_compliance_summary_reason_counts,lap_compliance_summary_thresholds,lap_compliance_summary_fastest_lap_with_position,lap_compliance_summary_fastest_compliant_lap,averaged_fastf1_polyline_vs_source_source_points,averaged_fastf1_polyline_vs_source_simplified_points,averaged_fastf1_polyline_vs_source_encoded_chars,averaged_fastf1_polyline_vs_source_tolerance_m,averaged_fastf1_polyline_vs_source_rmse_m,averaged_fastf1_polyline_vs_source_p95_m,averaged_fastf1_polyline_vs_source_max_m,averaged_fastf1_polyline_vs_source_source_length_m,averaged_fastf1_polyline_vs_source_simplified_length_m,averaged_fastf1_polyline_vs_source_length_delta_m,averaged_fastf1_polyline_vs_source_length_delta_pct,polyline_vs_source_source_points,polyline_vs_source_simplified_points,polyline_vs_source_encoded_chars,polyline_vs_source_tolerance_m,polyline_vs_source_rmse_m,polyline_vs_source_p95_m,polyline_vs_source_max_m,polyline_vs_source_source_length_m,polyline_vs_source_simplified_length_m,polyline_vs_source_length_delta_m,polyline_vs_source_length_delta_pct,polyline_vs_fastf1_direction,polyline_vs_fastf1_start_offset_samples,polyline_vs_fastf1_sample_count,polyline_vs_fastf1_rmse_m,polyline_vs_fastf1_p50_m,polyline_vs_fastf1_p95_m,polyline_vs_fastf1_max_m,polyline_vs_fastf1_scale_m_per_fastf1_unit,polyline_vs_fastf1_rotation_degrees,averaged_fastf1_encoded_polyline
1.0.0,circuit_analysis_row,2026-06-19T04:34:45Z,apexline,1.0.0,batch,"{'command': 'batch', 'all_events': True, 'limit': None, 'year': 2025, 'session': 'R', 'fastf1_cache_dir': '/private/tmp/apexline-fastf1-cache', 'circuits_repo': '/private/tmp/f1-circuits', 'circuits_repo_url': 'https://github.com/bacinger/f1-circuits.git', 'output_dir': 'data', 'output_json': 'data/circuit-polylines-2025.json', 'output_csv': 'data/circuit-polylines-2025.csv', 'lap_diagnostics_output': 'data/lap-diagnostics-2025.json', 'manifest_output': 'data/artifact-manifest-2025.json', 'write_mode': 'overwrite', 'polyline_tolerance_m': 1.0, 'polyline_precision': 5, 'validation_samples': 720, 'validation_offset_step': 4, 'max_shape_candidates': 12, 'average_laps': 5, 'average_samples': 720, 'preferred_driver': None, 'lap_diagnostics_samples': 240, 'lap_diagnostics_offset_step': 8, 'lap_length_tolerance_pct': 0.05, 'shape_rmse_threshold_m': 32.0, 'shape_p95_threshold_m': 75.0, 'min_position_samples': 100, 'dry_run': False}",True,complete,,2025,1,Australian Grand Prix,R,Melbourne,au-1953,Albert Park Circuit,Melbourne,5278,ALO,10,2025-01-australian-grand-prix-r-alo-lap-10,373,5264.468968571523,5264.468968571523,,forward,0,720,7.8262555122754325,5.126286062939098,13.807851462102569,24.095650531568165,0.09967834827890118,-1.5695743168737861,"[{'driver': 'ALO', 'lap': 10, 'lap_key': '2025-01-australian-grand-prix-r-alo-lap-10', 'path_length_m': 5264.468968571523, 'raw_path_length_m': 5264.468968571523, 'normalization': None, 'length_error_m': 8.842116987544614, 'rmse_m': 7.8262555122754325, 'p95_m': 13.807851462102569}, {'driver': 'ANT', 'lap': 43, 'lap_key': '2025-01-australian-grand-prix-r-ant-lap-43', 'path_length_m': 5277.901000502018, 'raw_path_length_m': 5277.901000502018, 'normalization': None, 'length_error_m': 4.5899149429506, 'rmse_m': 8.112766892096232, 'p95_m': 16.088002351069008}, {'driver': 'STR', 'lap': 10, 'lap_key': '2025-01-australian-grand-prix-r-str-lap-10', 'path_length_m': 5261.796471544436, 'raw_path_length_m': 5261.796471544436, 'normalization': None, 'length_error_m': 11.514614014631661, 'rmse_m': 9.160944815105005, 'p95_m': 15.71654013729721}, {'driver': 'STR', 'lap': 42, 'lap_key': '2025-01-australian-grand-prix-r-str-lap-42', 'path_length_m': 5258.162442027932, 'raw_path_length_m': 5258.162442027932, 'normalization': None, 'length_error_m': 15.148643531135349, 'rmse_m': 9.196247754099236, 'p95_m': 15.544088060373717}, {'driver': 'ANT', 'lap': 10, 'lap_key': '2025-01-australian-grand-prix-r-ant-lap-10', 'path_length_m': 5268.698662123324, 'raw_path_length_m': 5268.698662123324, 'normalization': None, 'length_error_m': 4.612423435743949, 'rmse_m': 9.29097148597441, 'p95_m': 17.913027991559584}]",720,8.11094491697698,5.910794157460641,15.126726997659956,21.675793222660104,927,568,568,359,0,"{'compliant': 568, 'fastf1_inaccurate': 359, 'missing_lap_time': 69, 'path_length_outlier': 5, 'pit_lap': 132, 'too_few_position_samples': 2}","{'length_tolerance_pct': 0.05, 'rmse_threshold_m': 32.0, 'p95_threshold_m': 75.0, 'min_position_samples': 100, 'validation_samples': 240, 'validation_offset_step': 8}","{'driver': 'NOR', 'lap_number': 43, 'lap_time_ms': 82167, 'is_accurate': True, 'is_pit_lap': False, 'position_samples': 322, 'path_length_m': 5240.302741234141, 'length_error_m': -33.00834432492684, 'length_error_pct': -0.006259510161522616, 'normalized_position_samples': None, 'normalized_path_length_m': None, 'normalized_length_error_m': None, 'normalized_length_error_pct': None, 'normalization': None, 'fit': {'direction': 'forward', 'start_offset_samples': 0, 'sample_count': 240, 'rmse_m': 9.997814430891754, 'p50_m': 8.183234709242726, 'p95_m': 17.13613611134427, 'max_m': 22.93708604113514, 'scale_m_per_fastf1_unit': 0.0998657444337471, 'rotation_degrees': -1.9192651696901268}, 'compliant': True, 'reasons': [], 'year': 2025, 'round': 1, 'event_name': 'Australian Grand Prix', 'session_type': 'R', 'lap_key': '2025-01-australian-grand-prix-r-nor-lap-43'}","{'driver': 'NOR', 'lap_number': 43, 'lap_time_ms': 82167, 'is_accurate': True, 'is_pit_lap': False, 'position_samples': 322, 'path_length_m': 5240.302741234141, 'length_error_m': -33.00834432492684, 'length_error_pct': -0.006259510161522616, 'normalized_position_samples': None, 'normalized_path_length_m': None, 'normalized_length_error_m': None, 'normalized_length_error_pct': None, 'normalization': None, 'fit': {'direction': 'forward', 'start_offset_samples': 0, 'sample_count': 240, 'rmse_m': 9.997814430891754, 'p50_m': 8.183234709242726, 'p95_m': 17.13613611134427, 'max_m': 22.93708604113514, 'scale_m_per_fastf1_unit': 0.0998657444337471, 'rotation_degrees': -1.9192651696901268}, 'compliant': True, 'reasons': [], 'year': 2025, 'round': 1, 'event_name': 'Australian Grand Prix', 'session_type': 'R', 'lap_key': '2025-01-australian-grand-prix-r-nor-lap-43'}",720,125,389,1.0,0.4089578374541744,0.8062233177992161,0.9924770662534959,5210.450348685683,5206.576629897013,-3.8737187886699758,-0.07434518188331085,146,108,335,1.0,0.29759143347540673,0.7625736355777203,0.9878318649971746,5273.311085559068,5272.406852023425,-0.904233535642561,-0.01714735810141752,forward,0,720,7.778036014506969,5.060474149133517,13.748961026171967,23.886110654136857,0.09967342497732555,-1.5641006523303795,hp_fFaeysZwIpLg@l@SRc@TYBYAwAYg@?s@Hc@R_@Z]\mBnCiA|AcBlBoApAaCrByCzBo@\e@FYCKGOWG_@GsBIo@Qi@SWIGe@MYAiDRaAAe@IWKUQ]]Ye@g@cAy@wBYiA{AuGu@cCKm@@_@F_@p@_BNm@h@oER_AVy@^s@l@s@p@i@n@]b@QxA[~@Mr@G`A@`CP~@PbE|AvBbA~@R~@FtBExASvAe@|Aw@`Au@nAuAxAyB`AgBRi@Ho@?_@GsB?q@Dq@Nk@\u@`C{DdA_Bx@cAt@q@bAo@z@_@vAe@xHsBfBUXAVFHFNVN~@|@rIDn@?p@E^K\OX]^_@Za@VaD|Ai@d@MXA^H\PVt@n@PTNXJZH^@^A`@Kl@K\OZa@n@}IjL}CdE
1.0.0,circuit_analysis_row,2026-06-19T04:34:45Z,apexline,1.0.0,batch,"{'command': 'batch', 'all_events': True, 'limit': None, 'year': 2025, 'session': 'R', 'fastf1_cache_dir': '/private/tmp/apexline-fastf1-cache', 'circuits_repo': '/private/tmp/f1-circuits', 'circuits_repo_url': 'https://github.com/bacinger/f1-circuits.git', 'output_dir': 'data', 'output_json': 'data/circuit-polylines-2025.json', 'output_csv': 'data/circuit-polylines-2025.csv', 'lap_diagnostics_output': 'data/lap-diagnostics-2025.json', 'manifest_output': 'data/artifact-manifest-2025.json', 'write_mode': 'overwrite', 'polyline_tolerance_m': 1.0, 'polyline_precision': 5, 'validation_samples': 720, 'validation_offset_step': 4, 'max_shape_candidates': 12, 'average_laps': 5, 'average_samples': 720, 'preferred_driver': None, 'lap_diagnostics_samples': 240, 'lap_diagnostics_offset_step': 8, 'lap_length_tolerance_pct': 0.05, 'shape_rmse_threshold_m': 32.0, 'shape_p95_threshold_m': 75.0, 'min_position_samples': 100, 'dry_run': False}",True,complete,,2025,2,Chinese Grand Prix,R,Shanghai,cn-2004,Shanghai International Circuit,Shanghai,5451,GAS,15,2025-02-chinese-grand-prix-r-gas-lap-15,371,5381.126722674852,5381.126722674852,,forward,672,720,9.46389568699332,8.785831420028472,15.874704735616422,17.84177343928439,0.0998124728748966,0.8210770376813067,"[{'driver': 'GAS', 'lap': 15, 'lap_key': '2025-02-chinese-grand-prix-r-gas-lap-15', 'path_length_m': 5381.126722674852, 'raw_path_length_m': 5381.126722674852, 'normalization': None, 'length_error_m': 66.73880888235362, 'rmse_m': 9.46389568699332, 'p95_m': 15.874704735616422}, {'driver': 'NOR', 'lap': 43, 'lap_key': '2025-02-chinese-grand-prix-r-nor-lap-43', 'path_length_m': 5381.2654541453, 'raw_path_length_m': 5381.2654541453, 'normalization': None, 'length_error_m': 66.60007741190566, 'rmse_m': 11.190696888495559, 'p95_m': 19.091500892958617}, {'driver': 'SAI', 'lap': 31, 'lap_key': '2025-02-chinese-grand-prix-r-sai-lap-31', 'path_length_m': 5380.943723531935, 'raw_path_length_m': 5380.943723531935, 'normalization': None, 'length_error_m': 66.92180802527128, 'rmse_m': 11.231096055583834, 'p95_m': 18.913886184476798}, {'driver': 'ALB', 'lap': 23, 'lap_key': '2025-02-chinese-grand-prix-r-alb-lap-23', 'path_length_m': 5382.245387731267, 'raw_path_length_m': 5382.245387731267, 'normalization': None, 'length_error_m': 65.62014382593861, 'rmse_m': 11.375242271259983, 'p95_m': 21.70058912603181}, {'driver': 'HAD', 'lap': 9, 'lap_key': '2025-02-chinese-grand-prix-r-had-lap-9', 'path_length_m': 5383.527884122184, 'raw_path_length_m': 5383.527884122184, 'normalization': None, 'length_error_m': 64.33764743502161, 'rmse_m': 11.383805612235145, 'p95_m': 21.284795249847548}]",720,10.642150402587138,8.597470359136274,18.933551085126442,21.15002762056772,1065,995,995,70,0,"{'compliant': 995, 'fastf1_inaccurate': 70, 'pit_lap': 52}","{'length_tolerance_pct': 0.05, 'rmse_threshold_m': 32.0, 'p95_threshold_m': 75.0, 'min_position_samples': 100, 'validation_samples': 240, 'validation_offset_step': 8}","{'driver': 'HAM', 'lap_number': 41, 'lap_time_ms': 95069, 'is_accurate': True, 'is_pit_lap': False, 'position_samples': 352, 'path_length_m': 5372.769319795338, 'length_error_m': -75.09621176186829, 'length_error_pct': -0.013784520070634517, 'normalized_position_samples': None, 'normalized_path_length_m': None, 'normalized_length_error_m': None, 'normalized_length_error_pct': None, 'normalization': None, 'fit': {'direction': 'forward', 'start_offset_samples': 224, 'sample_count': 240, 'rmse_m': 10.849779904125374, 'p50_m': 8.209955639433531, 'p95_m': 19.587066792923025, 'max_m': 21.916111843133713, 'scale_m_per_fastf1_unit': 0.09987904608189356, 'rotation_degrees': 0.5613698489754945}, 'compliant': True, 'reasons': [], 'year': 2025, 'round': 2, 'event_name': 'Chinese Grand Prix', 'session_type': 'R', 'lap_key': '2025-02-chinese-grand-prix-r-ham-lap-41'}","{'driver': 'HAM', 'lap_number': 41, 'lap_time_ms': 95069, 'is_accurate': True, 'is_pit_lap': False, 'position_samples': 352, 'path_length_m': 5372.769319795338, 'length_error_m': -75.09621176186829, 'length_error_pct': -0.013784520070634517, 'normalized_position_samples': None, 'normalized_path_length_m': None, 'normalized_length_error_m': None, 'normalized_length_error_pct': None, 'normalization': None, 'fit': {'direction': 'forward', 'start_offset_samples': 224, 'sample_count': 240, 'rmse_m': 10.849779904125374, 'p50_m': 8.209955639433531, 'p95_m': 19.587066792923025, 'max_m': 21.916111843133713, 'scale_m_per_fastf1_unit': 0.09987904608189356, 'rotation_degrees': 0.5613698489754945}, 'compliant': True, 'reasons': [], 'year': 2025, 'round': 2, 'event_name': 'Chinese Grand Prix', 'session_type': 'R', 'lap_key': '2025-02-chinese-grand-prix-r-ham-lap-41'}",720,145,400,1.0,0.3798778368577506,0.7805045472243065,0.9887929705271207,5353.351294831869,5348.888169220437,-4.463125611432588,-0.0833706843737547,141,117,337,1.0,0.24479477905865552,0.7079689800100858,0.9371011984319156,5447.865531557206,5447.399776696378,-0.46575486082838324,-0.008549309048295341,forward,672,720,9.423890530631837,8.785732157273431,15.927107170428348,17.70286180517806,0.09981303770645153,0.8179563574469324,kng~DcozbVb@vDD|@?l@E^G\Sh@Wb@_@ZWJYH[@YCWIWOSSGKI]?_@@MNYHIVKX?f@DZCTOFMBM?OG[OYUQWIYE[?YBq@Tm@`@s@p@yDjEs@p@k@b@eAl@aBr@cDdAUHY@KAWOGKC]@OH]^q@n@s@v@k@xE{B`@W^[d@k@NYRi@Lk@Dm@?}@M{@Yw@Yc@i@e@kB_Am@a@QUOYQi@E]A_@Dm@J[Ve@\]hAe@VOXa@H]@]G]MYSUWOe@OYCY@s@Ry@b@oGhEkGtD[^K\?NFZh@|@D\A^IZGLQRWNg@Hg@AWIWM_@]We@Oi@Gm@@_AL{@Xu@b@o@r@q@t^aWhLiIhGsE`@WZAJBHHBL@NANKZ_@p@e@j@aAv@mErCkA|@STMXELE\@n@Dl@lAlKnDvW
1.0.0,circuit_analysis_row,2026-06-19T04:34:45Z,apexline,1.0.0,batch,"{'command': 'batch', 'all_events': True, 'limit': None, 'year': 2025, 'session': 'R', 'fastf1_cache_dir': '/private/tmp/apexline-fastf1-cache', 'circuits_repo': '/private/tmp/f1-circuits', 'circuits_repo_url': 'https://github.com/bacinger/f1-circuits.git', 'output_dir': 'data', 'output_json': 'data/circuit-polylines-2025.json', 'output_csv': 'data/circuit-polylines-2025.csv', 'lap_diagnostics_output': 'data/lap-diagnostics-2025.json', 'manifest_output': 'data/artifact-manifest-2025.json', 'write_mode': 'overwrite', 'polyline_tolerance_m': 1.0, 'polyline_precision': 5, 'validation_samples': 720, 'validation_offset_step': 4, 'max_shape_candidates': 12, 'average_laps': 5, 'average_samples': 720, 'preferred_driver': None, 'lap_diagnostics_samples': 240, 'lap_diagnostics_offset_step': 8, 'lap_length_tolerance_pct': 0.05, 'shape_rmse_threshold_m': 32.0, 'shape_p95_threshold_m': 75.0, 'min_position_samples': 100, 'dry_run': False}",True,complete,,2025,3,Japanese Grand Prix,R,Suzuka,jp-1962,Suzuka International Racing Course,Suzuka,5807,STR,40,2025-03-japanese-grand-prix-r-str-lap-40,346,5774.149528680431,5774.149528680431,,forward,694,720,4.3467080593624114,3.9261889957100617,6.757706835022221,8.220954318024614,0.09995511214029441,-0.9921283683133133,"[{'driver': 'STR', 'lap': 40, 'lap_key': '2025-03-japanese-grand-prix-r-str-lap-40', 'path_length_m': 5774.149528680431, 'raw_path_length_m': 5774.149528680431, 'normalization': None, 'length_error_m': 37.356754748135245, 'rmse_m': 4.3467080593624114, 'p95_m': 6.757706835022221}, {'driver': 'STR', 'lap': 7, 'lap_key': '2025-03-japanese-grand-prix-r-str-lap-7', 'path_length_m': 5774.787324674771, 'raw_path_length_m': 5774.787324674771, 'normalization': None, 'length_error_m': 36.71895875379505, 'rmse_m': 4.40110296519967, 'p95_m': 7.141397162096481}, {'driver': 'LAW', 'lap': 6, 'lap_key': '2025-03-japanese-grand-prix-r-law-lap-6', 'path_length_m': 5773.687104802654, 'raw_path_length_m': 5773.687104802654, 'normalization': None, 'length_error_m': 37.81917862591217, 'rmse_m': 4.706485560004386, 'p95_m': 8.111068211717798}, {'driver': 'NOR', 'lap': 7, 'lap_key': '2025-03-japanese-grand-prix-r-nor-lap-7', 'path_length_m': 5777.437651454609, 'raw_path_length_m': 5777.437651454609, 'normalization': None, 'length_error_m': 34.068631973957054, 'rmse_m': 4.837909484295626, 'p95_m': 7.063913408777791}, {'driver': 'SAI', 'lap': 19, 'lap_key': '2025-03-japanese-grand-prix-r-sai-lap-19', 'path_length_m': 5779.623312419793, 'raw_path_length_m': 5779.623312419793, 'normalization': None, 'length_error_m': 31.882971008772984, 'rmse_m': 5.1811340148148854, 'p95_m': 7.702196511365783}]",720,3.8760247771261644,3.4477120349690806,7.129008264410514,9.329882621077633,1059,997,997,62,0,"{'compliant': 997, 'fastf1_inaccurate': 62, 'pit_lap': 42}","{'length_tolerance_pct': 0.05, 'rmse_threshold_m': 32.0, 'p95_threshold_m': 75.0, 'min_position_samples': 100, 'validation_samples': 240, 'validation_offset_step': 8}","{'driver': 'ANT', 'lap_number': 50, 'lap_time_ms': 90965, 'is_accurate': True, 'is_pit_lap': False, 'position_samples': 352, 'path_length_m': 5771.2840029685385, 'length_error_m': -40.22228046002783, 'length_error_pct': -0.006921145482492402, 'normalized_position_samples': None, 'normalized_path_length_m': None, 'normalized_length_error_m': None, 'normalized_length_error_pct': None, 'normalization': None, 'fit': {'direction': 'forward', 'start_offset_samples': 231, 'sample_count': 240, 'rmse_m': 12.14463115466494, 'p50_m': 11.97241773606942, 'p95_m': 16.065584784790758, 'max_m': 17.694871114151496, 'scale_m_per_fastf1_unit': 0.09992683255037951, 'rotation_degrees': -0.923149890188182}, 'compliant': True, 'reasons': [], 'year': 2025, 'round': 3, 'event_name': 'Japanese Grand Prix', 'session_type': 'R', 'lap_key': '2025-03-japanese-grand-prix-r-ant-lap-50'}","{'driver': 'ANT', 'lap_number': 50, 'lap_time_ms': 90965, 'is_accurate': True, 'is_pit_lap': False, 'position_samples': 352, 'path_length_m': 5771.2840029685385, 'length_error_m': -40.22228046002783, 'length_error_pct': -0.006921145482492402, 'normalized_position_samples': None, 'normalized_path_length_m': None, 'normalized_length_error_m': None, 'normalized_length_error_pct': None, 'normalization': None, 'fit': {'direction': 'forward', 'start_offset_samples': 231, 'sample_count': 240, 'rmse_m': 12.14463115466494, 'p50_m': 11.97241773606942, 'p95_m': 16.065584784790758, 'max_m': 17.694871114151496, 'scale_m_per_fastf1_unit': 0.09992683255037951, 'rotation_degrees': -0.923149890188182}, 'compliant': True, 'reasons': [], 'year': 2025, 'round': 3, 'event_name': 'Japanese Grand Prix', 'session_type': 'R', 'lap_key': '2025-03-japanese-grand-prix-r-ant-lap-50'}",720,159,474,1.0,0.37131523228458513,0.7754028242782885,0.987163670605435,5754.732358365753,5750.508087130798,-4.224271234954358,-0.07340517285418952,172,148,451,1.0,0.2309257885726503,0.688114778498816,0.9633750575709628,5811.506283428566,5811.094155300095,-0.41212812847152236,-0.007091588795949517,forward,694,720,4.34806265122091,3.9453472615747747,6.684050581466853,8.197667316219755,0.0999545965471222,-0.9918299157417741,_jtsEs_k`YjOmObA_AXQXMZGh@AZDv@PXNTRP\H^@r@E`@M^QXWTmDzBa@^_@b@OZOn@KhBG`@K\QZUVWNiCp@YP]b@Ul@G`@KxBIp@Sl@]f@UTYL[HM?i@I}Ao@g@Oi@Ci@PWP]d@M\i@pBIp@Gr@Cr@?r@Dt@D`@Nn@Pn@Tl@Xh@\b@|CxC`@`@Zf@DLFb@PzC@r@Cr@CNQZe@VuANoFx@_CXy@?i@K[KmAk@YM[AMFIHGN?N@PNZnBnAhBxAj@n@b@t@Rl@NbAFvAAvAGbAMbAg@bCe@|A_@x@[f@_@b@a@^o@b@yD~A_Af@c@^Wh@CNEb@Ar@Br@Hp@L^PZTRZJZBL?h@Od@Yh@m@l@cAlA}B|@wB~@gCr@}Bt@cDlG}[Fa@Da@As@UsAUaAi@{As@sA_BaCwBwCQ[M]Ia@?a@DOXi@BO@QGa@s@qAOo@CeA@c@Hq@Nq@Po@^y@Zg@t@{@rJuJ
1.0.0,circuit_analysis_row,2026-06-19T04:34:45Z,apexline,1.0.0,batch,"{'command': 'batch', 'all_events': True, 'limit': None, 'year': 2025, 'session': 'R', 'fastf1_cache_dir': '/private/tmp/apexline-fastf1-cache', 'circuits_repo': '/private/tmp/f1-circuits', 'circuits_repo_url': 'https://github.com/bacinger/f1-circuits.git', 'output_dir': 'data', 'output_json': 'data/circuit-polylines-2025.json', 'output_csv': 'data/circuit-polylines-2025.csv', 'lap_diagnostics_output': 'data/lap-diagnostics-2025.json', 'manifest_output': 'data/artifact-manifest-2025.json', 'write_mode': 'overwrite', 'polyline_tolerance_m': 1.0, 'polyline_precision': 5, 'validation_samples': 720, 'validation_offset_step': 4, 'max_shape_candidates': 12, 'average_laps': 5, 'average_samples': 720, 'preferred_driver': None, 'lap_diagnostics_samples': 240, 'lap_diagnostics_offset_step': 8, 'lap_length_tolerance_pct': 0.05, 'shape_rmse_threshold_m': 32.0, 'shape_p95_threshold_m': 75.0, 'min_position_samples': 100, 'dry_run': False}",True,complete,,2025,4,Bahrain Grand Prix,R,Sakhir,bh-2002,Bahrain International Circuit,Sakhir,5412,BEA,37,2025-04-bahrain-grand-prix-r-bea-lap-37,383,5352.171186670886,5352.171186670886,,forward,702,720,7.200025287459369,6.192164517307148,12.183316575016125,14.657080441658524,0.10001701871360186,-0.4226688552466363,"[{'driver': 'BEA', 'lap': 37, 'lap_key': '2025-04-bahrain-grand-prix-r-bea-lap-37', 'path_length_m': 5352.171186670886, 'raw_path_length_m': 5352.171186670886, 'normalization': None, 'length_error_m': 66.25897168738811, 'rmse_m': 7.200025287459369, 'p95_m': 12.183316575016125}, {'driver': 'HAM', 'lap': 3, 'lap_key': '2025-04-bahrain-grand-prix-r-ham-lap-3', 'path_length_m': 5352.472859724488, 'raw_path_length_m': 5352.472859724488, 'normalization': None, 'length_error_m': 65.95729863378529, 'rmse_m': 7.228958773818921, 'p95_m': 12.215477768375587}, {'driver': 'LAW', 'lap': 28, 'lap_key': '2025-04-bahrain-grand-prix-r-law-lap-28', 'path_length_m': 5351.269181431311, 'raw_path_length_m': 5351.269181431311, 'normalization': None, 'length_error_m': 67.16097692696258, 'rmse_m': 8.1635241219372, 'p95_m': 13.697820090047097}, {'driver': 'LEC', 'lap': 19, 'lap_key': '2025-04-bahrain-grand-prix-r-lec-lap-19', 'path_length_m': 5356.272746913062, 'raw_path_length_m': 5356.272746913062, 'normalization': None, 'length_error_m': 62.15741144521144, 'rmse_m': 8.277195635223741, 'p95_m': 16.45768795311349}, {'driver': 'NOR', 'lap': 46, 'lap_key': '2025-04-bahrain-grand-prix-r-nor-lap-46', 'path_length_m': 5353.48541048418, 'raw_path_length_m': 5353.48541048418, 'normalization': None, 'length_error_m': 64.94474787409399, 'rmse_m': 8.557234852331895, 'p95_m': 15.256558835929}]",720,9.935772348694945,8.75200004040942,18.414556099316464,21.51432648512722,1128,952,942,186,10,"{'compliant': 942, 'fastf1_inaccurate': 176, 'missing_lap_time': 13, 'path_length_outlier': 13, 'pit_lap': 84, 'shape_p95_over_threshold': 8, 'shape_rmse_over_threshold': 10, 'too_few_position_samples': 12}","{'length_tolerance_pct': 0.05, 'rmse_threshold_m': 32.0, 'p95_threshold_m': 75.0, 'min_position_samples': 100, 'validation_samples': 240, 'validation_offset_step': 8}","{'driver': 'PIA', 'lap_number': 36, 'lap_time_ms': 95140, 'is_accurate': True, 'is_pit_lap': False, 'position_samples': 360, 'path_length_m': 5337.7982390318875, 'length_error_m': -80.6319193263862, 'length_error_pct': -0.014881048010189137, 'normalized_position_samples': None, 'normalized_path_length_m': None, 'normalized_length_error_m': None, 'normalized_length_error_pct': None, 'normalization': None, 'fit': {'direction': 'forward', 'start_offset_samples': 235, 'sample_count': 240, 'rmse_m': 9.996394475387424, 'p50_m': 8.331910363744276, 'p95_m': 17.753284918572355, 'max_m': 20.935853714393794, 'scale_m_per_fastf1_unit': 0.10012662350914592, 'rotation_degrees': -1.0997836161313144}, 'compliant': True, 'reasons': [], 'year': 2025, 'round': 4, 'event_name': 'Bahrain Grand Prix', 'session_type': 'R', 'lap_key': '2025-04-bahrain-grand-prix-r-pia-lap-36'}","{'driver': 'PIA', 'lap_number': 36, 'lap_time_ms': 95140, 'is_accurate': True, 'is_pit_lap': False, 'position_samples': 360, 'path_length_m': 5337.7982390318875, 'length_error_m': -80.6319193263862, 'length_error_pct': -0.014881048010189137, 'normalized_position_samples': None, 'normalized_path_length_m': None, 'normalized_length_error_m': None, 'normalized_length_error_pct': None, 'normalization': None, 'fit': {'direction': 'forward', 'start_offset_samples': 235, 'sample_count': 240, 'rmse_m': 9.996394475387424, 'p50_m': 8.331910363744276, 'p95_m': 17.753284918572355, 'max_m': 20.935853714393794, 'scale_m_per_fastf1_unit': 0.10012662350914592, 'rotation_degrees': -1.0997836161313144}, 'compliant': True, 'reasons': [], 'year': 2025, 'round': 4, 'event_name': 'Bahrain Grand Prix', 'session_type': 'R', 'lap_key': '2025-04-bahrain-grand-prix-r-pia-lap-36'}",720,123,340,1.0,0.3677133051402037,0.7452384743666612,0.9887224011368386,5330.032948285578,5327.035485704315,-2.99746258126288,-0.05623722424130649,94,84,244,1.0,0.1468989707149848,0.4032211368702428,0.6788138107205003,5418.430158358274,5418.3594571139465,-0.07070124432721059,-0.0013048289312754067,forward,702,720,7.218086532109669,6.18786773257707,12.35374403025377,14.748461454250055,0.10000735507189736,-0.42150806510535355,ii{}CoihsHuTg@}FEYCYGKGGKCM?MDKPWj@q@LYF[?]C[WeBGi@A{@DcAbBsO|@_JJi@JYNWJGVGX?XF`@V^d@tAdCj@t@r@n@~AfA\\Tb@FZB\?xA@j@Jh@Vt@V`@\\j@`@zA~@h@b@Z^FX?NCLUNWJg@@oAKoEu@{ASoAKu@Be@Jc@PULSRQVGZ?LBLHHVJXFpCP~Z|@r@?f@Af@IVKRSJYH[B]?]E[Mi@MYa@k@i@c@c@UmBu@a@W_@YYa@Uc@Uw@Ky@?k@Hy@Tu@hA_DVa@TSVIJCf@?XF`@VX`@Td@dDbJzJbWTt@Dj@?LEZOVUPUNYHYFg@Ds@AoFYaSe@
